,Title,URL,Sources,Authors,Keywords,Abstract
53,"Timing analysis of Swift J1658.2-4242's outburst in 2018 with Insight-HXMT, NICER and AstroSat",https://ui.adsabs.harvard.edu/abs/2019JHEAp..24...30X,"[ 'MAXI J1659-152', 'Swift J1658.2-4242']","Xiao, G. C., Lu, Y., Ma, X., Ge, M. Y., Yan, L. L., Li, Z. J., Tuo, Y. L., Zhang, Y., Zhang, W., Liu, H. X., Zhou, D. K., Zhang, L., Bu, Q. C., Cao, X. L., Jiang, W. C., Chen, Y. P., Zhang, S., Lu, F. J., Chen, L., Qu, J. L., Song, L. M., Zhang, S. N., Zhuang, R. L., Shang, R. C., & Jin, Y. J.","Accretion, accretion disks, Black hole physics, X-rays: binaries: Swift J1658.2-4242, Astrophysics - High Energy Astrophysical Phenomena","We present the observational results from a detailed timing analysis of the black hole candidate Swift J1658.2-4242 during its 2018 outburst with the observations of Hard X-ray Modulation Telescope (Insight-HXMT), Neutron Star Interior Composition Explorer (NICER) and AstroSat in 0.1-250 keV. The evolution of intensity, hardness and integrated fractional root mean square (rms) observed by Insight-HXMT and NICER are presented in this paper. Type-C quasi-periodic oscillations (QPOs) observed by NICER (0.8-3.5 Hz) and Insight-HXMT (1-1.6 Hz) are also reported in this work. The features of the QPOs are analyzed with an energy range of 0.5-50 keV. The relations between QPO frequency and other characteristics such as intensity, hardness and QPO rms are carefully studied. The timing and spectral properties indicate that Swift J1658.2-4242 is a black hole binary system. Besides, the rms spectra of the source calculated from the simultaneous observation of Insight-HXMT, NICER and AstroSat support the Lense-Thirring origin of the QPOs. The relation between QPO phase lag and the centroid frequency of Swift J1658.2-4242 reveals a near zero constant when < 4Hz and a soft phase lag at 6.68 Hz. This independence follows the same trend as the high inclination galactic black hole binaries such as MAXI J1659-152."
54,UVIT Open Cluster Study. II. Detection of Extremely Low Mass White Dwarfs and Post-Mass Transfer Binaries in M67,https://ui.adsabs.harvard.edu/abs/2019ApJ...886...13J,"['WOCS3001', 'WOCS2002', 'WOCS2007', 'M67', 'Gaia DR2', 'WOCS6006']","Jadhav, V. V., Sindhu, N., & Subramaniam, A.","Blue straggler stars, Hertzsprung Russell diagram, Open star clusters, Ultraviolet astronomy, White dwarf stars, 1736, 1799, 168, 1160, 725, Astrophysics - Solar and Stellar Astrophysics, Astrophysics - Astrophysics of Galaxies","A detailed study of the UV-bright stars in the old open star cluster M67 is presented based on the far-UV observations using the Ultra Violet Imaging Telescope (UVIT) on ASTROSAT. The UV and UV-optical color-magnitude diagrams (CMDs), along with overlaid isochrones, are presented for the member stars, which include blue straggler stars (BSSs), triple systems, white dwarfs (WDs), and spectroscopic binaries. The CMDs suggest the presence of excess UV flux in many members, which could be extrinsic or intrinsic to them. We construct multiwavelength spectral energy distributions (SEDs) using photometric data from the UVIT, Gaia DR2, Two Micron All Sky Survey, and Wide-Field Infrared Survey Explorer surveys, along with optical photometry. We fitted model SEDs to seven WDs and find that four of them have mass >0.5 M <SUB>⊙</SUB> and cooling age of less than 200 Myr, thus demanding BSS progenitors. SED fits to 23 stars detect extremely low mass (ELM) WD companions to WOCS2007, WOCS6006, and WOCS2002 and a low-mass WD to WOCS3001, which suggest these to be post-mass transfer (MT) systems. Twelve sources with possible WD companions need further confirmation. Nine sources have X-ray and excess UV flux, possibly arising out of stellar activity. This study demonstrates that UV observations are key to detecting and characterizing the ELM WDs in nondegenerate systems, which are ideal test beds to explore the formation pathways of these peculiar WDs. The increasing detection of post-MT systems among BSSs and main-sequence stars suggests a strong MT pathway and stellar interactions in M67."
55,"Journey through the birth, growth and maturity of X-ray astronomy",https://ui.adsabs.harvard.edu/abs/2019RAA....19..138A,"['Cyg X-1', 'GRS 1915+105', 'HEAO A-2', 'Sco X-1', 'HEAO-1']","Agrawal, P. C.",,"In this biographical account, I recall my scientific journey that began in 1961 when I joined as a Physics Trainee in the BARC Training School and after one year course was admitted in TIFR as a Research Associate. During 1962-1967, I worked on determination of the He<SUP>3</SUP>/He<SUP>4</SUP> ratio in cosmic rays using a gas Cerenkov counter and also used a scintillation + solid Cerenkov detector to measure flux of protons and helium nuclei in primary cosmic rays. I also developed a large area scintillation-Cerenkov detector with a spark chamber between them for measuring charge composition of primary cosmic rays. I joined the X-ray astronomy programme in 1967 initiated by Prof. B. V. Sreekantan and played a leading role in developing a balloon borne hard X-ray instrument for studying time variability and energy spectra of cosmic X-ray sources. We carried out a series of balloon experiments and studied temporal intensity variation and energy spectra of X-ray objects like Sco X-1, Cyg X-1, etc. Results on rapid intensity changes and spectra appeared in a series of publications based on which I obtained a Ph.D. degree in 1972. Immediately afterwards, I joined Prof. Gordon Garmire at Caltech as a Research Fellow (a post-doctoral position) to work with him on the low energy component of HEAO A-2 experiment. The instrument was developed and successfully realised. Working on this satellite experiment was a thrilling experience which exposed me to the technical complexities of space instruments. The HEAO-1 satellite was launched in 1978. During 1978-1979, Guenter Riegler and I, working at JPL, reported detection of intense soft X-rays from several classes of extragalactic and Galactic objects like new BL Lacs, a new AM Her binary, coronal X-rays from active stars, etc. After returning to TIFR, I developed a rocket experiment with K. P. Singh to map the spatial and spectral distribution of the Soft Diffuse X-ray Background. At the same time, I also designed 15 cm deep Xenon filled Proportional Counters (XPCs) of ∼ 2500 cm<SUP>2</SUP> area for balloon experiments which were done during 1983-1990 and produced new results on several X-ray binaries. During this period I also developed a proportional counter (PC) based satellite instrument and submitted a proposal jointly with the astronomy group at the Indian Space Research Organization (ISRO) for an Indian X-ray Astronomy Experiment (IXAE). After success of the Polar Satellite Launch Vehicle (PSLV), the IXAE instrument was included on the top deck of the IRS-P3 satellite that was launched in March 1996. Despite the severe limitation of a polar orbit, the IXAE observed a good number of X-ray binaries and produced interesting results, with the most notable being quasi-regular bursts from a new transient, GRS 1915+105, which turned out to be an enigmatic black hole source. Following success of the IXAE, a proposal for an ambitious multiwavelength astronomy satellite, named ASTROSAT, with broad spectral coverage in the optical, NUV, FUV, soft X-ray and hard X-ray by a suite of instruments, was submitted to ISRO and finally approved by the Govt. of India in 2004. Over the next 10 years, the development and fabrication of the five ASTROSAT instruments were accomplished and a PSLV launch on Sept. 28, 2015 placed ASTROSAT in a 650 km circular orbit with 6 degree inclination. The ASTROSAT instruments have been performing well for ∼ 4 years and have observed more than 500 cosmic sources. Results from ASTROSAT have appeared in a large number of journal publications. Successful realization and performance of ASTROSAT marks culmination of my research career. I formally retired as a Senior Professor from TIFR on 2006 April 30 on attaining the age of superannuation. However by agreement with TIFR, ISRO designated me ‘ISRO Chair Professor’, which was later renamed as ISRO Satish Dhawan Professor, and asked me to continue to lead ASTROSAT as PI. At the end of my tenure as ISRO Professor on 2011 April 30, I relinquished the PI position. I am at present affiliated with the MU-DAE Centre of Excellence for Basic Sciences, Mumbai University Campus at Mumbai as an Emeritus Professor."
56,A variable-frequency HFQPO in GRS 1915+105 as observed with AstroSat,https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.1037B,['GRS 1915+105'],"Belloni, T. M., Bhattacharya, D., Caccese, P., Bhalerao, V., Vadawale, S., & Yadav, J. S.","accretion, accretion discs, black hole physics, relativistic processes, X-rays: binaries, X-rays: individual: GRS 1915+105, Astrophysics - High Energy Astrophysical Phenomena","From the analysis of more than 92 ks of data obtained with the Large Area X-Ray Proportional Counter (LAXPC) instrument onboard AstroSat we have detected a clear high-frequency quasi-periodic oscillation (HFQPO) whose frequency varies between 67.4 and 72.3 Hz. In the classification of variability classes of GRS 1915+105, at the start of the observation period the source was in class ω and at the end the variability was that of class μ: both classes are characterized by the absence of hard intervals and correspond to disc-dominated spectra. After normalization to take into account time variations of the spectral properties as measured by X-ray hardness, the QPO centroid frequency is observed to vary along the hardness-intensity diagram, increasing with hardness. We also measure phase lags that indicate that HFQPO variability at high energies lags that at lower energies and detect systematic variations with the position on the hardness-intensity diagram. This is the first time that (small) variations of the HFQPO frequency and lags are observed to correlate with other properties of the source. We discuss the results in the framework of existing models, although the small (7 per cent) variability observed is too small to draw firm conclusions."
57,DustKING - the story continues: dust attenuation in NGC628,https://ui.adsabs.harvard.edu/abs/2019BSRSL..88..307D,"['NGC628', 'NGC 628']","Decleir, M., De Looze, I., Boquien, M., & Baes, M.","galaxies: ISM, NGC 628, dust, extinction, Astrophysics - Astrophysics of Galaxies","Dust attenuation is a crucial but highly uncertain parameter that hampers the determination of intrinsic galaxy properties, such as stellar masses, star formation rates and star formation histories. The shape of the dust attenuation law is not expected to be uniform between galaxies, nor within a galaxy. Our DustKING project was introduced at the first BINA workshop in 2016 and aims to study the variations of dust attenuation curves in nearby galaxies. At the second BINA workshop in 2018, I presented the results of our pilot study for the spiral galaxy NGC628. We find that the average attenuation law of this galaxy is characterised by a MW-like bump and a steep UV slope. Furthermore, we observe intriguing variations within the galaxy, with regions of high A_V exhibiting a shallower attenuation curve. Finally, we discuss how our work might benefit from data taken with the UVIT from the Indian AstroSat mission."
58,Three years of AstroSat: Indian Astronomy mission,https://ui.adsabs.harvard.edu/abs/2019BSRSL..88..190V,[],"Veerappa, G.","Mission: AstroSat, X-rays, UV","The AstroSat is India’s first multi-wavelength satellite dedicated for astronomy. It carries five scientific payloads covering a wide wavelength range (from visual/ultraviolet to high energy X-rays) and an auxiliary payload for monitoring in-situ charged particles. In this paper we describe the mission, the scientific payloads and a few important results from the AstroSat. The AstroSat is a proposal driven mission open for international users. The data is made public after a lock-in period of twelve months. We give a detailed description of the procedure to access archival data of the AstroSat. AstroSat has successfully completed three years in orbit and continues to yield valuable science data."
59,Short-term variabilities in X-ray/Optical/UV emission from Seyfert 1 galaxy NGC 4593,https://ui.adsabs.harvard.edu/abs/2019BSRSL..88..143N,"['Seyfert 1', 'NGC 4593', 'Fairall 9', 'NGC 5548']","Naik, S., Pal, M., & Kumari, N.","accretion, accretion disks, active galactic nuclei, NGC4593, X-rays","We present results obtained from a detailed multi-band analysis of the Seyfert 1 galaxy NGC 4593. Publicly available Swift monitoring observations in optical, ultraviolet and X-ray bands were used in the present work. A total of 185 pointings over a duration of about a month were used to understand the variabilities in emission in optical, ultraviolet, soft and hard X-ray bands. It was found that the source emission in the hard X-ray band (1.5-10 keV range) was highly variable compared to that at longer wavelengths. The variability amplitude decreased gradually from hard X-ray to optical bands. A cross-correlation analysis between light curves in different bands inferred that the observed variation in ultraviolet and optical bands is strongly correlated with the hard X-ray emission. Observed time lag for changes in emission in longer wavelength bands with respect to the hard X-ray emission suggests X-ray reprocessing as the cause of variation. Though the observed lag spectrum follows a 4/3rd power of wavelength, as predicted by the standard disk model, the estimated lags are found to be larger than the lags predicted from the standard disk model. This suggests that the actual disk in NGC 4593 is possibly larger than the standard thin disk. Though similar findings have been reported in NGC 5548 and Fairall 9, simultaneous near-infrared, ultraviolet, soft X-ray and hard X-ray band observations of a sample of AGNs with the 1.2 m telescope of Physical Research Laboratory at Mount Abu, India and first space-based multiwavelength observatory of India - AstroSat will provide significant information on the actual and model predicted sizes of the accretion disk."
60,On the requirement for a high resolution spectrograph to investigate the multiplicity of massive stars with the 3.6-m Devasthal Optical Telescope,https://ui.adsabs.harvard.edu/abs/2019BSRSL..88..128D,[],"De Becker, M.","Massive stars, Spectroscopy, Binaries, Visible","The investigation of the multiplicity of massive stars constitutes a key aspect of their understanding. On the one hand, the evolution of short period systems can be tremendously influenced by the companion, for instance through mass exchange or common envelope evolution. On the other hand, the wind-wind interaction region in massive multiple systems is the seat of a high level physics, including strong thermal X-ray emission, particle acceleration and non-thermal emission processes. The description and understanding of these processes require the accurate determination of orbital parameters, notably through spectroscopic studies. In this context, it is timely to anticipate some relevant applications of a high resolution spectrograph (HRS) to be mounted on the Devasthal Optical Telescope, emphasizing its potential complementarity with other Indian facilities such as the GMRT and Astrosat."
61,Prompt Emission Polarimetry of Gamma-Ray Bursts with the AstroSat CZT Imager,https://ui.adsabs.harvard.edu/abs/2019ApJ...884..123C,"['GRB 151006A', 'GRB 160106A', 'GRB 160131A', 'GRB 160325A', 'GRB 160509A', 'GRB 160607A', 'GRB 160623A', 'GRB 160703A']","Chattopadhyay, T., Vadawale, S. V., Aarthy, E., Mithun, N. P. S., Chand, V., Ratheesh, A., Basak, R., Rao, A. R., Bhalerao, V., Mate, S., Arvind, B., Sharma, V., & Bhattacharya, D.","gamma-ray burst: general, gamma-ray burst: individual: 151006A, 160106A, 160131A, 160325A, 160509A, 160607A, 160623A, 160703A, instrumentation: detectors, polarization, X-rays: general, Astrophysics - High Energy Astrophysical Phenomena, Astrophysics - Instrumentation and Methods for Astrophysics","X-ray and gamma-ray polarization measurements of the prompt emission of gamma-ray bursts (GRBs) are believed to be extremely important for testing various models of GRBs. So far, the available measurements of hard X-ray polarization of GRB prompt emission have not significantly constrained the GRB models, particularly because of the difficulty of measuring polarization in these bands. The CZT Imager (CZTI) on board AstroSat is primarily an X-ray spectroscopic instrument that also works as a wide-angle GRB monitor due to the transparency of its support structure above 100 keV. It also has experimentally verified polarization measurement capability in the energy range 100-300 keV and thus provides a unique opportunity to attempt spectropolarimetric studies of GRBs. Here we present the polarization data for the brightest 11 GRBs detected by CZTI during its first year of operation. Among these, five GRBs show polarization signatures with ⪆3σ, and one GRB shows 2σ detection significance. We place upper limits for the remaining five GRBs. We provide details of the various tests performed to validate our polarization measurements. While it is difficult yet to discriminate between various emission models with the current sample alone, the large number of polarization measurements that CZTI expects to gather in its minimum lifetime of five years should help to significantly improve our understanding of the prompt emission."
62,Spectro-timing analysis of MAXI J1535-571 using AstroSat,https://ui.adsabs.harvard.edu/abs/2019MNRAS.488..720B,['MAXI J1535-571'],"Bhargava, Y., Belloni, T., Bhattacharya, D., & Misra, R.","accretion, accretion discs, black hole physics, X-rays: binaries, Astrophysics - High Energy Astrophysical Phenomena","We report the results of the analysis of an AstroSat observation of the black hole candidate MAXI J1535-571 during its hard-intermediate state. We studied the evolution of the spectral and timing parameters of the source during the observation. The observation covered a period of ∼5 d and consisted of 66 continuous segments, corresponding to individual spacecraft orbits. Each segment was analysed independently. The source count rate increased roughly linearly by ∼30 per cent. We modelled the spectra as a combination of radiation from a thermal disc component and a power law. The timing analysis revealed the presence of strong quasi-periodic oscillations with centroid frequency ν<SUB>QPO</SUB> fluctuating in the range of 1.7-3.0 Hz. We found a tight correlation between the QPO centroid frequency ν<SUB>QPO</SUB> and the power-law spectral index Γ, while ν<SUB>QPO</SUB> appeared not to be correlated with the linearly increasing flux itself. We discuss the implications of these results on physical models of accretion."
63,Activity of the Red Dwarf FR Cnc from Observations with a Robotic IRT-20 Telescope at the Zvenigorod Observatory of INASAN,https://ui.adsabs.harvard.edu/abs/2019AstL...45..602S,"['HJD 2458556.5', 'HJD 2458545.2']","Savanov, I. S., Naroenkov, S. A., Nalivkin, M. A., Pandey, J. C., & Karmakar, S.",Variable stars,"We present the results of our new photometric observations of the chromospherically active star FR Cnc performed with a robotic telescope at the Zvenigorod Observatory of INASAN in March 2019. The observations were carried out from March 2 to 13, 2019, in the period of time that coincided most closely in time interval with the observations of this star with the Astrosat space telescope. A total of 450 magnitude estimates were obtained in each of the B, V, and R photometric bands over 12 days (from HJD 2458545.2 to HJD 2458556.5). Based on the V-band photometric variability of the star, we have constructed a map of surface temperature inhomogeneities. According to our estimate, the spot area on the surface of the star was 12% of its total surface area in early 2019. On March 3, 2019, a flare on FR Cnc was detected during our observations at a time corresponding to HJD = 2458554.25891447 or rotation phase 0.8. The data for the flare suggest a rapid brightening of the star by 0.19<SUP> m </SUP> in the B band and by 0.09<SUP> m </SUP> in the V band; the flare lasted for about 60 min. The energy radiated in the flare was ITE<SUB>B</SUB> = 2.17 × 10<SUP>33</SUP> erg and Ey = 1.40 × 10<SUP>33</SUP> erg in the B and V bands, respectively."
64,Time-varying Polarized Gamma-Rays from GRB 160821A: Evidence for Ordered Magnetic Fields,https://ui.adsabs.harvard.edu/abs/2019ApJ...882L..10S,['GRB 160821A'],"Sharma, V., Iyyani, S., Bhattacharya, D., Chattopadhyay, T., Rao, A. R., Aarthy, E., Vadawale, S. V., Mithun, N. P. S., Bhalerao, V. B., Ryde, F., & Pe'er, A.","Gamma-ray bursts, High energy astrophysics, Magnetic fields, 629, 739, 994, Astrophysics - High Energy Astrophysical Phenomena","GRB 160821A is the third most energetic gamma-ray burst observed by the Fermi gamma-ray space telescope. Based on the observations made by the Cadmium Zinc Telluride Imager on board AstroSat, here we report the most conclusive evidence to date of (i) high linear polarization ({66}<SUB>-27</SUB><SUP>+26</SUP> % ;5.3σ detection), and (ii) variation of polarization angle with time, occurring twice during the rise and decay phase of the burst at 3.5σ and 3.1σ detections, respectively. All confidence levels are reported for two parameters of interest. These observations strongly suggest synchrotron radiation produced in magnetic field lines that are highly ordered on angular scales of 1/Γ, where Γ is the Lorentz factor of the outflow."
65,UVIT Open Cluster Study. I. Detection of a White Dwarf Companion to a Blue Straggler in M67: Evidence of Formation through Mass Transfer,https://ui.adsabs.harvard.edu/abs/2019ApJ...882...43S,"['WOCS1007', 'M67', 'WOCS2011', 'WOCS1006']","Sindhu, N., Subramaniam, A., Jadhav, V. V., Chatterjee, S., Geller, A. M., Knigge, C., Leigh, N., Puzia, T. H., Shara, M., & Simunovic, M.","open clusters and associations: individual: M67, stars: individual: blue stragglers, white dwarfs, ultraviolet: stars, Astrophysics - Solar and Stellar Astrophysics","The old open cluster M67, populated with blue straggler stars (BSSs), is a well-known test bed to study the BSS formation pathways. Here, we report the first direct detection of a white dwarf (WD) companion to a BSS in M67, using far-UV images from the Ultra-Violet Imaging telescope on ASTROSAT. Near-simultaneous observations in three far-UV bands combined with Galaxy Evolution Explorer, International Ultraviolet Explorer, and ground- and space-based photometric data covering a 0.14-11.5 μm range for WOCS1007 were found to require a binary fit to its spectral energy distribution (SED), consisting of a BSS and a hot companion. On the other hand, a single spectral fit was found to be satisfactory for the SEDs of two other BSSs, WOCS1006 and WOCS2011, with the latter showing a deficient far-UV flux. The hot companion of WOCS1007 is found to have a {T}<SUB>eff</SUB>} ˜ 13,250-13,750 K and a radius of 0.09 ± 0.01 {R}<SUB>⊙ </SUB>. A comparison with WD models suggests it to be a low-mass WD (˜0.18{M}<SUB>⊙ </SUB>), in agreement with the kinematic mass from the literature. As a low-mass WD (<0.4{M}<SUB>⊙ </SUB>) necessitates formation through mass transfer in close binaries, WOCS1007 with a known period of 4.2 days along with its fast rotation, is likely to be formed by a case A or case B binary evolution."
66,Thermal evolution and quiescent emission of transiently accreting neutron stars,https://ui.adsabs.harvard.edu/abs/2019A&A...629A..88P,"['4U 2129+47', 'SAX J1808.4−3658', '4U 1608−522']","Potekhin, A. Y., Chugunov, A. I., & Chabrier, G.","stars: neutron, X-rays: binaries, Astrophysics - High Energy Astrophysical Phenomena",
67,AstroSat observation of GX 5-1: spectral and timing evolution,https://ui.adsabs.harvard.edu/abs/2019RAA....19..114B,['GX 5-1'],"Bhulla, Y., Misra, R., Yadav, J. S., & Jaaffrey, S. N. A.",Astrophysics - High Energy Astrophysical Phenomena,"We report on the first analysis of an AstroSat observation of the Z-source GX 5-1 on 2017 February 26-27. The hardness-intensity plot reveals that the source traced out the horizontal and normal branches. The 0.8-20 keV spectra from simultaneous SXT and LAXPC data at different locations of the hardness-intensity plot can be described well by disk emission and a thermal Comptonized component. The ratio of the disk flux to the total flux, i.e., the disk flux ratio, increases monotonically along the horizontal branch to the normal one. Thus, the difference between the normal and horizontal branches is that in the normal branch, the disk dominates the flux while in the horizontal one it is the Comptonized component which dominates. The disk flux scales with the inner disk temperature as {T}<SUB>in</SUB>}<SUP>5.5</SUP> and not as {T}<SUB>in</SUB>}<SUP>4</SUP>, suggesting that either the inner radius changes dramatically or that the disk is irradiated by the thermal component changing its hardness factor. The power spectra reveal a quasi-periodic oscillation (QPO) whose frequency changes from ∼30 Hz to 50 Hz. The frequency is found to correlate well with the disk flux ratio. In the 3-20 keV LAXPC band, the r.m.s. of the QPO increases with energy (r.m.s. \propto {E}<SUP>0.8</SUP>), while the harder X-rays seem to lag the soft ones with a time-delay of milliseconds. The results suggest that the spectral properties of the source are characterized by the disk flux ratio and that the QPO has its origin in the corona producing the thermal Comptonized component."
68,Broad-band reflection spectroscopy of MAXI J1535-571 using AstroSat: estimation of black hole mass and spin,https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.4221S,['MAXI J1535-571'],"Sridhar, N., Bhattacharyya, S., Chandra, S., & Antia, H. M.","accretion, accretion discs, black hole physics, methods: data analysis, X-rays: binaries, Astrophysics - High Energy Astrophysical Phenomena, High Energy Physics - Experiment, Physics - Data Analysis, Statistics and Probability","We report the results from AstroSat observations of the transient Galactic black hole X-ray binary MAXI J1535-571 during its hard-intermediate state of the 2017 outburst. We systematically study the individual and joint spectra from two simultaneously observing AstroSat X-ray instruments, and probe and measure a number of parameter values of accretion disc, corona, and reflection from the disc in the system using models with generally increasing complexities. Using our broad-band (1.3-70 keV) X-ray spectrum, we clearly show that a soft X-ray instrument, which works below 10-12 keV, alone cannot correctly characterize the Comptonizing component from the corona, thus highlighting the importance of broad-band spectral analysis. By fitting the reflection spectrum with the latest version of the RELXILL family of relativistic reflection models, we constrain the black hole's dimensionless spin parameter to be 0.67^{+0.16}_{-0.04}. We also jointly use the reflection spectral component (RELXILL) and a general relativistic thin disc component (Kerrbb), and estimate the black hole's mass and distance to be 10.39_{-0.62}^{+0.61} M_{\odot } and 5.4_{-1.1}^{+1.8} kpc, respectively."
69,AstroSat view of MAXI J1535-571: broad-band spectro-temporal features,https://ui.adsabs.harvard.edu/abs/2019MNRAS.487..928S,['MAXI J1535-571'],"Sreehari, H., Ravishankar, B. T., Iyer, N., Agrawal, V. K., Katoch, T. B., Mandal, S., & Nandi, A.","accretion, black hole physics, stars: individual: MAXI J1535-571, X-rays: binaries, Astrophysics - High Energy Astrophysical Phenomena","We present the results of Target of Opportunity (ToO) observations made with AstroSat of the newly discovered black hole binary MAXI J1535-571. We detect prominent C-type quasi-periodic oscillations (QPOs) of frequencies varying from 1.85 to 2.88 Hz, along with distinct harmonics in all the AstroSat observations. We note that while the fundamental QPO is seen in the 3-50 keV energy band, the harmonic is not significant above ∼35 keV. The AstroSat observations were made in the hard intermediate state, as seen from state transitions observed by MAXI and Swift. We attempt spectral modelling of the broad-band data (0.7-80 keV) provided by AstroSat using phenomenological and physical models. The spectral modelling using nthComp gives a photon index in the range 2.18-2.37 and electron temperature ranging from 21 to 63 keV. The seed photon temperature is within 0.19 to 0.29 keV. The high flux in 0.3-80 keV band corresponds to a luminosity varying from 0.7 to 1.07 L<SUB>Edd</SUB> assuming the source to be at a distance of 8 kpc and hosting a black hole with a mass of 6 M<SUB>☉</SUB>. The physical model based on the two-component accretion flow gives disc accretion rates as high as ∼ 1 \dot{m}_{ Edd} and halo rate ∼ 0.2 \dot{m}_{ Edd}, respectively. The near-Eddington accretion rate seems to be the main reason for the unprecedented high flux observed from this source. The two-component spectral fitting of AstroSat data also provides an estimate of a black hole mass between 5.14 and 7.83 M<SUB>☉</SUB>."
70,Pulse Phase Variation of the Cyclotron Line in HMXB 4U 1907+09 with AstroSat LAXPC,https://ui.adsabs.harvard.edu/abs/2019ApJ...880...61V,"['4U 1907+09', 'HMXB 4U 1907']","Varun, Pradhan, P., Maitra, C., Raichur, H., & Paul, B.","binaries: spectroscopic, methods: data analysis, pulsars: individual: 4U 1907+09, radiation mechanisms: non-thermal, stars: magnetic field, X-rays: binaries","We present timing and spectral analysis of data from an observation of the high mass X-ray binary pulsar 4U 1907+09 with the Large Area X-ray Proportional Counter instrument onboard AstroSat. The light curve consisted of a flare at the beginning of the observation, followed by persistent emission. The pulsar continues to spin down, and the pulse profile is found to be double-peaked up to 16 keV with the peaks separated by a phase of ∼0.45. Significant energy dependence of the pulse profile is seen with diminishing amplitude of the secondary peak above 16 keV, and increasing amplitude of the main peak up to 40 keV with a sharp decline after that. We confirm earlier detections of the cyclotron resonance scattering feature (CRSF) in 4U 1907+09 at ∼18.5 ± 0.2 keV in the phase-averaged spectrum with a high detection significance. An intensity resolved spectral analysis of the initial flare in the light curve shows that the CRSF parameters do not change with a change in luminosity by a factor of 2.6. We also performed pulse phase-resolved spectral analysis with 10 independent phase bins. The energy and the strength of the cyclotron line show pulse phase dependence that is in agreement with previous measurements. Two features from the current observation (different energy dependence of the two pulse peaks and a strong CRSF only around the secondary peak) both indicate a deviation from a dipole geometry of the magnetic field of the neutron star, or complex beaming pattern from the two poles."
71,Soft x-ray tomographic reconstruction of Heliotron J plasma for the study of magnetohydrodynamic equilibrium and stability,https://ui.adsabs.harvard.edu/abs/2019PlST...21f5102P,[],"Purohit, S., Suzuki, Y., Ohdachi, S., & Yamamoto, S.","Heliotron J, tomography, soft x-ray, magnetohydrodynamics","The preparation for an experimental soft x-ray tomography study on the Heliotron J (H-J) machine is carried out, with the objectives of evaluating the capability of the current soft x-ray tomographic system in terms of the identification of different mode structures and their poloidal rotation, and the axis shift with different plasma and machine parameters, and fixing the physics goals for the experimental study. These preparations were carried out via a simulated soft x-ray data set arising from different plasma conditions, such as magnetic islands, low beta and high beta. Soft x-ray tomography (SXT) is performed by the discrete pixel method including singular value decomposition and Phillips-Tikhonov regularization, to obtain clear and smooth images. The H-J soft x-ray tomography results from simulated soft x-rays for the equilibrium H-J plasma sensed the magnetic axis shift clearly and an estimate was also achieved. Successful reconstruction for mode structure m = 1/n = 1 was obtained along with the realization of the poloidal rotation of the structure. The reconstruction for the m = 2/n = 1 mode was not very clear for the current soft x-ray diagnostic design. Effective mode identification was not possible due to the lack of measurements. The SXT from the current soft x-ray diagnostic on H-J, the magnetic axis shift can be estimated and the m = 1/n = 1 mode can be studied. Study of higher poloidal modes is difficult with the current design."
72,Microlensing of x-ray pulsars: A method to detect primordial black hole dark matter,https://ui.adsabs.harvard.edu/abs/2019PhRvD..99l3019B,"['SMC X-1', 'PBH as 100']","Bai, Y., & Orlofsky, N.","Astrophysics - High Energy Astrophysical Phenomena, Astrophysics - Astrophysics of Galaxies, Astrophysics - Instrumentation and Methods for Astrophysics, High Energy Physics - Phenomenology","Primordial black holes (PBHs) with a mass from 10<SUP>-16</SUP> to 10<SUP>-11</SUP> M<SUB>☉</SUB> may comprise 100% of dark matter. Due to a combination of wave and finite source size effects, the traditional microlensing of stars does not probe this mass range. In this paper, we point out that x-ray pulsars with higher photon energies and smaller source sizes are good candidate sources for microlensing for this mass window. Among the existing x-ray pulsars, the Small Magellanic Cloud (SMC) X-1 source is found to be the best candidate because of its apparent brightness and long distance from Earth. We have analyzed the existing observation data of SMC X-1 by the RXTE telescope (around 10 days) and found that PBH as 100% of dark matter is close to but not yet excluded. Future longer observation of this source by x-ray telescopes with larger effective areas such as AstroSat, Athena, Lynx, and eXTP can potentially close the last mass window where PBHs can make up all of dark matter."
